ID,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
2526,Cash loans,F,Y,Y,0,225000,942300,27679.5,675000,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.018801,-15512,-422,-4198,-4936,11,1,1,0,1,0,0,Sales staff,1,2,2,WEDNESDAY,9,0,0,0,0,0,0,Self-employed,0.456988043,0.450725202,0.457899551,0.1423,0.0421,0.9851,0.796,0,0.04,0.0345,0.3333,0.375,0.0702,0.1152,0.031,0.0039,0.0139,0.145,0.0437,0.9851,0.804,0,0.0403,0.0345,0.3333,0.375,0.0718,0.1258,0.0323,0.0039,0.0148,0.1436,0.0421,0.9851,0.7987,0,0.04,0.0345,0.3333,0.375,0.0715,0.1171,0.0315,0.0039,0.0142,reg oper account,specific housing,0.0752,"Stone, brick",No,1,0,1,0,-2761,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2527,Cash loans,F,N,Y,0,112500,152820,16587,135000,Unaccompanied,Commercial associate,Secondary / secondary special,Separated,House / apartment,0.006008,-17212,-473,-746,-768,,1,1,0,1,0,0,Sales staff,1,2,2,MONDAY,18,0,0,0,0,1,1,Business Entity Type 3,,0.582990681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2528,Cash loans,M,N,Y,0,238500,948582,27864,679500,Family,Working,Secondary / secondary special,Married,House / apartment,0.008019,-18758,-496,-9214,-2307,,1,1,0,1,0,0,Sales staff,2,2,2,SUNDAY,12,0,0,0,0,0,0,Trade: type 7,,0.081705268,0.560284328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,3,1,-1650,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2529,Cash loans,M,N,Y,0,180000,855000,27580.5,855000,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.010276,-19398,-758,-9718,-2894,,1,1,0,1,0,0,Laborers,1,2,2,FRIDAY,9,0,0,0,0,0,0,Business Entity Type 3,,0.245920889,0.675413291,0.2546,0.1921,0.9866,0.8164,,0.28,0.2414,0.3333,0.375,0.0333,0.2076,0.2772,0,0.1619,0.2595,0.1993,0.9866,0.8236,,0.282,0.2414,0.3333,0.375,0.0341,0.2268,0.2888,0,0.1714,0.2571,0.1921,0.9866,0.8189,,0.28,0.2414,0.3333,0.375,0.0339,0.2112,0.2822,0,0.1653,reg oper account,block of flats,0.2525,Panel,No,1,0,1,0,-2193,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2530,Cash loans,F,N,Y,0,135000,225000,24003,225000,Unaccompanied,Commercial associate,Incomplete higher,Civil marriage,House / apartment,0.04622,-8145,-587,-2580,-810,,1,1,1,1,1,1,,2,1,1,MONDAY,10,1,1,0,1,1,0,Business Entity Type 3,,0.499395058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
2531,Cash loans,M,Y,N,0,337500,625536,33934.5,540000,Unaccompanied,Commercial associate,Incomplete higher,Married,House / apartment,0.030755,-9593,-2122,-2035,-1135,4,1,1,0,1,0,1,,2,2,2,WEDNESDAY,19,0,0,0,0,1,1,Other,0.629875182,0.142876243,0.150085176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-1795,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
2532,Cash loans,M,Y,Y,1,157500,835380,42651,675000,Unaccompanied,Working,Higher education,Married,House / apartment,0.007114,-16409,-1611,-4231,-4589,7,1,1,0,1,0,0,,3,2,2,SATURDAY,14,0,0,0,0,0,0,Business Entity Type 3,0.539863784,0.601822412,,0.1381,0.1412,0.9841,0.7824,0,0,0.3103,0.1667,0.2083,,0.1126,0.1281,0,0,0.1408,0.1465,0.9841,0.7909,0,0,0.3103,0.1667,0.2083,,0.123,0.1335,0,0,0.1395,0.1412,0.9841,0.7853,0,0,0.3103,0.1667,0.2083,,0.1146,0.1304,0,0,reg oper account,block of flats,0.1008,Panel,No,0,0,0,0,-427,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2533,Cash loans,M,Y,N,0,112500,314100,16033.5,225000,Unaccompanied,Working,Secondary / secondary special,Married,Rented apartment,0.009549,-12095,-855,-5949,-4135,8,1,1,0,1,0,0,,2,2,2,TUESDAY,17,0,0,0,1,1,0,Business Entity Type 1,0.321874995,0.588493076,0.64797686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-2339,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2534,Cash loans,M,Y,N,0,157500,521280,27292.5,450000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.035792,-11048,-4361,-4656,-1004,5,1,1,0,1,1,0,Managers,2,2,2,TUESDAY,12,0,0,0,1,1,0,Military,,0.417103362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-504,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
2535,Cash loans,F,N,Y,0,249750,1288350,37800,1125000,Unaccompanied,Working,Lower secondary,Single / not married,House / apartment,0.010032,-13960,-5144,-3479,-2164,,1,1,0,1,0,0,Core staff,1,2,2,THURSDAY,9,0,0,0,0,0,0,Services,,0.470215274,0.75574005,0.0619,0.1308,0.9717,,,0,0.1379,0.125,,,,0.0801,,0.0226,0.063,0.1357,0.9717,,,0,0.1379,0.125,,,,0.0834,,0.0239,0.0625,0.1308,0.9717,,,0,0.1379,0.125,,,,0.0815,,0.0231,,block of flats,0.0862,"Stone, brick",No,1,0,1,0,-1590,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2536,Cash loans,F,N,Y,0,157500,963472.5,38340,778500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.031329,-19084,-6446,-2730,-2503,,1,1,0,1,0,0,Laborers,2,2,2,FRIDAY,14,0,0,0,0,0,0,Kindergarten,,0.420339389,0.370649632,0.0454,0.0171,0.9811,0.7416,0.0476,0.04,0.0345,0.3333,0.0417,0.0043,0.037,0.0376,0,0.0177,0.0462,0.0177,0.9811,0.7517,0.048,0.0403,0.0345,0.3333,0.0417,0.0044,0.0404,0.0392,0,0.0187,0.0458,0.0171,0.9811,0.7451,0.0479,0.04,0.0345,0.3333,0.0417,0.0044,0.0376,0.0383,0,0.0181,reg oper account,block of flats,0.0595,"Stone, brick",No,7,1,7,0,-1564,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2537,Cash loans,F,N,Y,0,157500,229500,24714,229500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.028663,-18952,-702,-7809,-2488,,1,1,0,1,1,0,,2,2,2,SATURDAY,8,0,0,0,0,0,0,Business Entity Type 3,,0.668398592,0.651260219,0.0711,0.0424,0.9861,0.8096,0,0,0.0345,0.1667,0.2083,0.0191,0.058,0.0259,0,0,0.0725,0.044,0.9861,0.8171,0,0,0.0345,0.1667,0.2083,0.0195,0.0634,0.027,0,0,0.0718,0.0424,0.9861,0.8121,0,0,0.0345,0.1667,0.2083,0.0194,0.059,0.0263,0,0,reg oper spec account,block of flats,0.0441,"Stone, brick",No,0,0,0,0,-560,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2538,Cash loans,F,N,N,1,126751.5,450000,16677,450000,Unaccompanied,State servant,Incomplete higher,Married,House / apartment,0.02461,-9072,-414,-9062,-1752,,1,1,1,1,0,0,Core staff,3,2,2,THURSDAY,17,0,0,0,0,0,0,Kindergarten,,0.383454153,0.42765737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,-789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2539,Cash loans,F,N,Y,0,135000,239850,23494.5,225000,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.005313,-24617,365243,-563,-4767,,1,0,0,1,0,0,,1,2,2,FRIDAY,9,0,0,0,0,0,0,XNA,,0.692906756,0.436506499,0.2629,0.107,0.9985,0.9796,0.0337,0.24,0.2069,0.4167,0.0417,0.0722,0.2093,0.2332,0.0232,0.2371,0.2679,0.111,0.9985,0.9804,0.034,0.2417,0.2069,0.4167,0.0417,0.0738,0.2287,0.243,0.0233,0.251,0.2654,0.107,0.9985,0.9799,0.0339,0.24,0.2069,0.4167,0.0417,0.0734,0.2129,0.2374,0.0233,0.242,org spec account,block of flats,0.2534,"Stone, brick",No,4,0,4,0,-437,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2540,Cash loans,M,Y,Y,2,135000,99504,10845,90000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.031329,-10191,-463,-4831,-2679,15,1,1,0,1,0,0,Low-skill Laborers,4,2,2,THURSDAY,13,0,0,0,1,1,0,Business Entity Type 3,0.20581495,0.627719532,0.280789574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-496,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
2541,Cash loans,F,N,Y,1,225000,1006920,45630,900000,Unaccompanied,Working,Higher education,Separated,House / apartment,0.008019,-15111,-3293,-4369,-147,,1,1,0,1,0,0,,2,2,2,TUESDAY,10,0,0,0,0,0,0,Business Entity Type 3,0.79062631,0.563327431,,0.0928,0.0764,0.9801,0.728,0.0348,0,0.2069,0.1667,0.2083,0.0557,0.0756,0.0762,0,0,0.0945,0.0792,0.9801,0.7387,0.0351,0,0.2069,0.1667,0.2083,0.057,0.0826,0.0794,0,0,0.0937,0.0764,0.9801,0.7316,0.0351,0,0.2069,0.1667,0.2083,0.0567,0.077,0.0776,0,0,reg oper account,block of flats,0.079,Panel,No,2,0,2,0,-2409,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
2542,Cash loans,F,N,Y,1,180000,537763.5,36067.5,459000,"Spouse, partner",Commercial associate,Secondary / secondary special,Married,House / apartment,0.031329,-14606,-2582,-1375,-557,,1,1,0,1,0,0,Sales staff,3,2,2,MONDAY,12,0,0,0,0,0,0,Trade: type 7,,0.175233252,0.697146908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2543,Cash loans,F,N,Y,0,126000,265851,16195.5,229500,Unaccompanied,Working,Lower secondary,Married,House / apartment,0.016612,-12124,-2463,-6134,-1721,,1,1,1,1,0,0,Sales staff,2,2,2,WEDNESDAY,12,0,0,0,0,1,1,Government,,0.510354703,0.168416171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-408,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2544,Cash loans,F,N,N,0,112500,284400,16011,225000,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.008866,-24193,365243,-11333,-4195,,1,0,0,1,0,0,,2,2,2,FRIDAY,13,0,0,0,0,0,0,XNA,,0.529091143,0.798137231,0.0412,0.0458,0.9846,0.7892,0.0065,0,0.1034,0.1667,0.0417,0.0141,0.0336,0.043,0,0,0.042,0.0475,0.9846,0.7975,0.0066,0,0.1034,0.1667,0.0417,0.0144,0.0367,0.0448,0,0,0.0416,0.0458,0.9846,0.792,0.0065,0,0.1034,0.1667,0.0417,0.0143,0.0342,0.0438,0,0,reg oper account,block of flats,0.0338,Panel,No,0,0,0,0,-1817,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2545,Revolving loans,F,N,N,0,103500,270000,13500,270000,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.009657,-15888,-857,-1120,-4240,,1,1,0,1,0,0,Sales staff,1,2,2,WEDNESDAY,12,0,0,0,0,0,0,Trade: type 3,0.587976635,0.500778182,0.762335618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-2610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2546,Cash loans,F,N,Y,0,202500,1096020,56092.5,900000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,Rented apartment,0.014464,-8803,-688,-3532,-1479,,1,1,0,1,0,1,,2,2,2,FRIDAY,6,0,0,0,0,0,0,Business Entity Type 2,0.146068112,0.61141851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-957,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
2547,Cash loans,F,N,Y,0,157500,760225.5,30280.5,679500,Unaccompanied,Working,Secondary / secondary special,Widow,House / apartment,0.028663,-19348,-1417,-7961,-2880,,1,1,1,1,1,0,Cooking staff,1,2,2,THURSDAY,9,0,1,1,0,1,1,Business Entity Type 3,,0.395281744,0.678567689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2548,Cash loans,M,Y,N,0,135000,203760,24309,180000,Unaccompanied,Working,Secondary / secondary special,Single / not married,Rented apartment,0.020713,-8449,-625,-3317,-1117,16,1,1,0,1,0,0,Laborers,1,3,3,MONDAY,8,0,0,0,1,1,0,Business Entity Type 3,,0.043159332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-146,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
2549,Cash loans,M,Y,Y,1,225000,675000,24376.5,675000,Family,Working,Secondary / secondary special,Married,House / apartment,0.028663,-19281,-4726,-5488,-2704,4,1,1,0,1,0,0,Drivers,3,2,2,FRIDAY,14,0,0,0,0,1,1,Business Entity Type 3,,0.729691548,0.411848556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2550,Cash loans,F,Y,Y,0,112500,1260000,34780.5,1260000,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.026392,-21467,365243,-7217,-4392,3,1,0,0,1,0,0,,2,2,2,FRIDAY,10,0,0,0,0,0,0,XNA,,0.587428238,0.725276435,0.1227,,0.9901,,,0.12,0.1034,0.375,,,,0.1268,,0,0.125,,0.9901,,,0.1208,0.1034,0.375,,,,0.1321,,0,0.1239,,0.9901,,,0.12,0.1034,0.375,,,,0.1291,,0,,block of flats,0.0998,Panel,No,2,0,2,0,-52,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,3
2551,Revolving loans,F,N,Y,1,112500,270000,13500,270000,"Spouse, partner",Working,Secondary / secondary special,Married,House / apartment,0.0228,-7969,-518,-984,-653,,1,1,0,1,0,0,Sales staff,3,2,2,SUNDAY,12,0,0,0,0,0,0,Trade: type 7,0.751373126,0.233312902,0.468659655,0.0021,0,0.9732,0.6328,,0,0.069,0,0.0417,0.0078,,8.00E-04,,0,0.0021,0,0.9732,0.6472,,0,0.069,0,0.0417,0.0079,,9.00E-04,,0,0.0021,0,0.9732,0.6377,,0,0.069,0,0.0417,0.0079,,9.00E-04,,0,,block of flats,9.00E-04,Wooden,No,2,1,2,0,-552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2552,Cash loans,F,N,N,0,112500,568908,22095,508500,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.025164,-24098,365243,-8415,-4057,,1,0,0,1,1,0,,1,2,2,SATURDAY,10,0,0,0,0,0,0,XNA,,0.619564074,0.832785025,0.1753,0,0.9886,0.8436,0.0392,0.16,0.1379,0.4167,0.4583,0.0726,0.1328,0.1726,0.0463,0.0737,0.1786,0,0.9886,0.8497,0.0396,0.1611,0.1379,0.4167,0.4583,0.0743,0.1451,0.1798,0.0467,0.0781,0.177,0,0.9886,0.8457,0.0395,0.16,0.1379,0.4167,0.4583,0.0739,0.1351,0.1757,0.0466,0.0753,not specified,block of flats,0.1732,"Stone, brick",No,0,0,0,0,-2574,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2553,Cash loans,M,N,Y,0,180000,450000,21109.5,450000,Unaccompanied,State servant,Higher education,Single / not married,House / apartment,0.026392,-13838,-3685,-2875,-3412,,1,1,0,1,0,0,,1,2,2,SUNDAY,14,0,0,0,0,0,0,Security Ministries,,0.672683549,0.72094415,0.2155,,0.9921,,,0.08,0.069,0.3333,,,,0.1627,,0,0.2195,,0.9921,,,0.0806,0.069,0.3333,,,,0.1695,,0,0.2176,,0.9921,,,0.08,0.069,0.3333,,,,0.1657,,0,,block of flats,0.128,"Stone, brick",No,0,0,0,0,-263,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2554,Cash loans,M,Y,N,0,112500,352044,17253,247500,Unaccompanied,Commercial associate,Higher education,Single / not married,With parents,0.020246,-10028,-1285,-4789,-2719,1,1,1,0,1,0,0,Sales staff,1,3,3,TUESDAY,11,0,0,0,0,1,1,Trade: type 7,0.216744278,0.375391106,,0.0165,0,0.9786,0.7076,0.0092,0,0.069,0.0417,0.0833,0.0525,0.0134,0.0143,0,0.0232,0.0168,0,0.9786,0.719,0.0093,0,0.069,0.0417,0.0833,0.0537,0.0147,0.0149,0,0.0245,0.0167,0,0.9786,0.7115,0.0093,0,0.069,0.0417,0.0833,0.0534,0.0137,0.0145,0,0.0237,reg oper spec account,block of flats,0.0163,"Stone, brick",No,0,0,0,0,-2111,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
2555,Cash loans,F,N,N,2,99000,247500,13554,247500,"Spouse, partner",Working,Secondary / secondary special,Married,House / apartment,0.008474,-11424,-810,-6054,-2766,,1,1,0,1,0,0,,4,2,2,THURSDAY,10,0,0,0,0,1,1,Agriculture,,0.510103331,0.581483706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-296,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2556,Cash loans,F,N,Y,0,225000,1512796.5,52713,1381500,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.025164,-20972,-7330,-2418,-2418,,1,1,0,1,0,1,High skill tech staff,1,2,2,THURSDAY,15,0,0,0,0,0,0,Government,0.69499569,0.537287824,0.537069958,0.0876,0.0805,0.9796,0.7212,0.0411,0,0.2069,0.1667,0.2083,0.0958,0.0714,0.0832,0,0,0.0893,0.0835,0.9796,0.7321,0.0414,0,0.2069,0.1667,0.2083,0.098,0.0781,0.0867,0,0,0.0885,0.0805,0.9796,0.7249,0.0413,0,0.2069,0.1667,0.2083,0.0975,0.0727,0.0847,0,0,not specified,block of flats,0.0879,Panel,No,0,0,0,0,-1016,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2557,Cash loans,F,N,Y,0,135000,675000,32602.5,675000,Unaccompanied,Working,Higher education,Married,House / apartment,0.010966,-12194,-473,-2238,-2962,,1,1,0,1,0,0,Sales staff,2,2,2,THURSDAY,15,0,0,0,0,0,0,Business Entity Type 3,,0.734042794,0.377404249,0.2381,0.1629,0.9846,,,0.28,0.2414,0.3333,,0.1268,,0.2345,,0.0198,0.2426,0.1691,0.9846,,,0.282,0.2414,0.3333,,0.1297,,0.2444,,0.0209,0.2405,0.1629,0.9846,,,0.28,0.2414,0.3333,,0.129,,0.2388,,0.0202,,block of flats,0.2161,Panel,No,2,0,2,0,-376,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2558,Cash loans,M,Y,Y,0,225000,373140,39721.5,337500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.00823,-18570,-2442,-5986,-2109,12,1,1,0,1,0,0,Core staff,2,2,2,FRIDAY,10,0,0,0,0,0,0,Self-employed,,0.455878822,0.342528872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-259,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2559,Cash loans,F,N,N,2,135000,1193580,35028,855000,Unaccompanied,Working,Secondary / secondary special,Single / not married,With parents,0.018801,-12013,-351,-536,-2637,,1,1,0,1,0,0,Sales staff,3,2,2,MONDAY,14,0,0,0,0,0,0,Self-employed,0.464492496,0.604455245,0.802745476,0.1082,0.1976,0.9901,0.864,0,0,0.2759,0.1667,0.2083,0.0898,0.0883,0.1153,0,0.007,0.1103,0.2051,0.9901,0.8693,0,0,0.2759,0.1667,0.2083,0.0918,0.0964,0.1202,0,0.0074,0.1093,0.1976,0.9901,0.8658,0,0,0.2759,0.1667,0.2083,0.0913,0.0898,0.1174,0,0.0071,reg oper spec account,block of flats,0.1333,"Stone, brick",No,3,1,3,1,-2125,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1
2560,Cash loans,F,N,Y,0,202500,545040,19705.5,450000,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.019101,-22454,365243,-8245,-3971,,1,0,0,1,1,0,,2,2,2,THURSDAY,12,0,0,0,0,0,0,XNA,0.701260403,0.256340823,0.76102637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,-301,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2561,Cash loans,F,N,Y,0,126000,450000,21888,450000,Unaccompanied,Commercial associate,Higher education,Civil marriage,House / apartment,0.018029,-9193,-187,-697,-1861,,1,1,1,1,1,0,,2,3,3,SUNDAY,4,0,0,0,1,1,0,Transport: type 4,0.071585828,0.330655462,0.384206813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-171,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
2562,Cash loans,F,N,Y,0,54000,95940,9616.5,90000,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.00702,-22331,365243,-9855,-4333,,1,0,0,1,0,0,,2,2,2,TUESDAY,14,0,0,0,0,0,0,XNA,,0.629746016,0.665854922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-1623,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
